timestamp,total_ms,p1a_ms,gpu_ms,copy_ms,p3_ms,p4_ms
09:34:16.778,21.9,2.2,2.6,0.6,13.8,2.5
09:34:16.813,23.2,2.2,2.5,1.0,14.8,2.4
09:34:16.848,25.2,5.1,2.6,0.8,14.0,2.4
09:34:16.879,22.7,2.2,2.6,0.7,14.3,2.5
09:34:16.912,21.9,2.2,2.6,0.6,13.9,2.5
09:34:16.945,21.7,2.1,2.6,0.6,13.7,2.5
09:34:16.978,21.8,2.2,2.5,0.6,13.9,2.4
09:34:17.014,23.7,3.2,2.6,0.8,14.3,2.5
09:34:17.045,21.7,2.1,2.5,0.6,13.8,2.5
09:34:17.078,21.8,2.1,2.5,0.6,14.1,2.4
09:34:17.111,21.9,2.2,2.5,0.6,13.9,2.5
09:34:17.150,24.7,2.2,2.5,0.6,13.9,5.3
09:34:17.178,21.9,2.1,2.5,0.6,14.1,2.4
09:34:17.212,22.2,2.2,2.6,0.7,14.0,2.6
09:34:17.245,22.4,2.2,2.7,0.7,14.1,2.5
09:34:17.279,23.0,2.4,2.6,1.0,14.3,2.4
09:34:17.312,22.4,2.5,2.5,0.7,14.0,2.5
09:34:17.345,22.1,2.1,2.5,0.6,14.1,2.5
09:34:17.379,22.4,2.1,2.6,0.6,14.2,2.8
09:34:17.413,23.7,2.5,2.6,0.8,15.0,2.6
09:34:17.445,21.7,2.0,2.6,0.6,13.9,2.4
09:34:17.479,22.6,2.2,2.7,0.7,14.4,2.5
09:34:17.512,22.5,2.1,2.7,0.6,13.9,2.9
09:34:17.545,21.7,2.1,2.5,0.6,13.9,2.4
09:34:17.579,22.2,2.2,2.5,0.6,14.2,2.5
09:34:17.612,22.1,2.1,2.6,0.6,14.1,2.4
09:34:17.645,22.4,2.2,2.6,0.7,14.2,2.5
09:34:17.680,23.3,2.3,2.9,1.0,14.5,2.5
09:34:17.712,22.0,2.2,2.6,0.6,13.9,2.4
09:34:17.748,25.0,3.2,2.8,1.2,14.9,2.5
09:34:17.779,22.2,2.3,2.5,0.7,14.0,2.5
09:34:17.812,22.4,2.4,2.5,0.8,14.1,2.4
09:34:17.846,22.4,2.4,2.5,0.7,14.0,2.6
09:34:17.881,23.8,3.4,2.8,0.7,14.0,2.7
09:34:17.912,22.0,2.2,2.5,0.6,14.0,2.5
09:34:17.945,22.2,2.2,2.5,0.6,14.2,2.5
09:34:17.978,22.3,2.2,2.6,0.6,14.2,2.5
09:34:18.012,22.7,2.2,2.6,0.8,14.5,2.4
09:34:18.045,22.5,2.1,2.6,0.8,14.3,2.4
09:34:18.079,22.6,2.5,2.6,0.8,14.1,2.5
09:34:18.114,24.0,3.0,2.6,1.1,14.5,2.5
09:34:18.145,22.3,2.3,2.5,0.6,14.1,2.5
09:34:18.178,22.2,2.3,2.6,0.6,14.0,2.5
09:34:18.212,22.3,2.3,2.7,0.6,13.9,2.6
09:34:18.250,22.1,2.3,2.5,0.6,14.0,2.5
09:34:18.279,22.3,2.2,2.5,0.6,13.9,2.8
09:34:18.312,22.0,2.2,2.5,0.6,13.9,2.6
09:34:18.345,22.1,2.3,2.6,0.6,13.9,2.4
09:34:18.378,22.0,2.4,2.5,0.7,13.8,2.4
09:34:18.413,23.3,2.1,2.5,1.0,14.8,2.5
09:34:18.449,25.7,5.2,2.6,0.7,14.3,2.6
09:34:18.478,22.0,2.3,2.7,0.6,13.9,2.4
09:34:18.513,23.8,2.9,2.6,0.8,14.7,2.5
09:34:18.546,22.6,2.4,2.5,0.7,14.2,2.4
09:34:18.579,22.7,2.5,2.6,0.8,14.1,2.5
09:34:18.612,22.2,2.3,2.6,0.7,14.0,2.4
09:34:18.646,23.1,2.5,2.8,0.7,14.2,2.6
09:34:18.679,22.6,2.4,2.7,0.7,14.1,2.5
09:34:18.712,22.6,2.4,2.6,0.7,14.2,2.6
09:34:18.748,24.8,2.3,2.6,0.6,14.1,4.9
09:34:18.779,22.7,2.3,2.6,0.7,14.4,2.5
09:34:18.812,22.8,2.3,2.5,0.7,14.4,2.6
09:34:18.846,22.5,2.2,2.6,0.7,14.2,2.5
09:34:18.881,24.6,2.6,2.9,1.2,15.0,2.6
09:34:18.912,22.6,2.4,2.7,0.7,14.1,2.4
09:34:18.946,23.0,2.6,2.7,0.7,14.2,2.5
09:34:18.980,23.8,2.9,2.8,1.1,14.1,2.5
09:34:19.013,23.0,2.6,2.7,0.8,14.2,2.5
09:34:19.046,22.6,2.4,2.6,0.7,14.2,2.5
09:34:19.079,22.5,2.4,2.6,0.7,14.2,2.5
09:34:19.112,22.5,2.3,2.5,0.7,14.2,2.6
09:34:19.145,22.3,2.3,2.5,0.6,14.1,2.6
09:34:19.179,22.9,2.3,2.6,0.7,14.4,2.6
09:34:19.213,23.2,2.4,2.9,0.8,14.3,2.6
09:34:19.246,22.5,2.3,2.5,0.8,14.2,2.4
09:34:19.281,23.8,2.5,3.2,0.8,14.4,2.7
09:34:19.316,25.8,3.7,2.8,1.3,14.9,2.7
09:34:19.350,24.5,2.9,2.7,0.9,14.4,3.3
09:34:19.407,47.9,5.3,5.0,1.7,30.0,5.2
09:34:19.452,44.0,6.5,9.5,1.5,15.5,10.3
09:34:19.494,41.5,5.6,7.5,1.6,15.7,10.5
09:34:19.531,34.6,5.4,6.5,1.5,16.0,4.6
09:34:19.585,43.4,8.2,11.3,1.4,15.9,6.0
09:34:19.616,33.9,5.4,4.6,2.2,16.4,4.7
09:34:19.655,38.1,5.3,7.6,1.3,16.4,6.9
09:34:19.690,33.4,7.1,3.2,1.3,16.8,4.4
09:34:19.714,22.2,2.0,2.6,0.7,14.3,2.4
09:34:19.736,21.4,1.8,2.6,0.6,13.7,2.6
09:34:19.757,20.8,1.8,2.6,0.6,13.3,2.4
09:34:19.778,21.1,1.8,2.6,0.6,13.5,2.4
09:34:19.817,21.4,2.2,2.5,0.6,13.6,2.4
09:34:19.821,21.4,2.0,2.6,0.7,13.5,2.4
09:34:19.843,21.5,2.2,2.5,0.6,13.7,2.4
09:34:19.877,21.3,1.7,2.6,0.6,13.8,2.4
09:34:19.911,21.2,1.7,2.6,0.6,13.7,2.4
09:34:19.944,21.3,1.7,2.5,0.6,13.8,2.5
09:34:19.978,21.7,1.7,2.8,0.6,13.9,2.6
09:34:20.012,22.1,1.7,2.6,0.7,14.4,2.6
09:34:20.047,24.5,4.7,2.5,0.7,14.0,2.5
09:34:20.078,21.4,1.8,2.6,0.6,13.9,2.4
09:34:20.111,21.4,1.9,2.6,0.6,13.7,2.4
09:34:20.144,21.4,1.7,2.6,0.6,13.9,2.3
09:34:20.179,22.5,2.5,2.8,0.7,13.9,2.4
09:34:20.212,21.7,2.0,2.6,0.7,13.9,2.4
09:34:20.244,21.5,1.8,2.7,0.6,13.9,2.3
09:34:20.278,21.8,2.0,2.5,0.6,13.8,2.6
09:34:20.311,21.4,1.8,2.7,0.6,13.7,2.4
09:34:20.348,24.8,2.0,2.7,0.6,14.0,5.3
09:34:20.378,21.6,1.8,2.5,0.6,14.0,2.4
09:34:20.411,21.9,1.7,2.7,0.6,14.2,2.5
09:34:20.444,21.5,1.7,2.6,0.6,14.1,2.3
09:34:20.478,21.9,1.8,2.6,0.7,14.3,2.4
09:34:20.512,22.5,2.1,2.6,0.8,14.3,2.5
09:34:20.545,22.4,2.1,2.6,0.7,14.3,2.4
09:34:20.579,22.0,2.1,2.6,0.7,14.0,2.4
09:34:20.612,22.1,1.9,2.8,0.7,14.0,2.4
09:34:20.645,21.9,1.9,2.7,0.7,14.1,2.4
09:34:20.678,22.1,1.8,2.6,0.6,14.4,2.5
09:34:20.711,21.6,1.9,2.7,0.6,13.9,2.4
09:34:20.745,22.1,1.8,2.6,0.6,14.3,2.7
09:34:20.778,21.8,1.9,2.5,0.6,14.1,2.5
09:34:20.811,21.9,1.9,2.6,0.6,14.2,2.4
09:34:20.845,22.1,1.7,2.8,0.7,14.3,2.4
09:34:20.878,22.1,1.8,2.6,0.7,14.3,2.5
09:34:20.911,21.6,1.8,2.5,0.6,14.1,2.4
09:34:20.944,21.5,1.8,2.6,0.6,14.1,2.4
09:34:20.979,22.3,2.2,2.6,0.7,14.2,2.4
09:34:21.012,22.4,2.3,2.6,0.7,14.2,2.4
09:34:21.045,21.8,1.7,2.6,0.6,14.2,2.5
09:34:21.078,21.8,1.9,2.6,0.6,14.1,2.5
09:34:21.111,21.5,1.8,2.6,0.6,13.9,2.5
09:34:21.145,21.8,1.9,2.6,0.6,14.2,2.4
09:34:21.178,21.7,1.8,2.5,0.6,14.2,2.5
09:34:21.211,21.8,1.8,2.6,0.6,14.1,2.5
09:34:21.245,22.0,1.9,2.6,0.7,14.2,2.5
09:34:21.278,22.2,1.9,2.6,0.7,14.4,2.4
09:34:21.314,24.8,2.7,2.8,1.1,15.3,2.4
09:34:21.345,21.9,2.0,2.5,0.6,14.0,2.6
09:34:21.378,21.6,1.8,2.6,0.6,14.0,2.5
09:34:21.411,22.0,1.9,2.6,0.6,14.1,2.5
09:34:21.445,22.0,2.0,2.6,0.7,14.1,2.4
09:34:21.480,23.7,2.6,2.6,1.1,14.6,2.4
09:34:21.511,21.8,1.9,2.6,0.6,14.0,2.5
09:34:21.545,21.9,1.8,2.6,0.6,14.2,2.5
09:34:21.578,21.9,1.9,2.6,0.6,14.1,2.6
09:34:21.612,22.0,1.8,2.6,0.6,14.2,2.6
09:34:21.658,22.2,2.2,2.5,0.7,14.1,2.6
09:34:21.680,21.8,2.3,2.6,0.6,13.7,2.4
09:34:21.727,21.7,2.3,2.5,0.6,13.8,2.4
09:34:21.760,22.0,2.1,2.6,0.7,14.0,2.4
09:34:21.782,22.1,2.4,2.6,0.6,13.8,2.4
09:34:21.827,22.7,2.5,2.7,0.7,14.1,2.4
09:34:21.850,22.4,2.5,2.5,0.6,14.0,2.6
09:34:21.894,22.7,2.4,2.6,0.7,14.2,2.5
09:34:21.916,22.1,2.3,2.5,0.6,13.9,2.5
09:34:21.964,25.4,2.2,2.7,0.7,17.1,2.5
09:34:21.985,21.7,2.3,2.5,0.6,13.8,2.4
09:34:22.028,23.3,2.9,2.6,0.7,14.3,2.6
09:34:22.050,22.0,2.5,2.5,0.6,13.8,2.5
09:34:22.094,22.4,2.3,2.5,0.7,14.3,2.4
09:34:22.116,22.1,2.4,2.5,0.6,13.8,2.6
09:34:22.161,22.7,2.5,2.6,0.7,14.1,2.5
09:34:22.183,22.0,2.4,2.6,0.6,13.8,2.5
09:34:22.229,24.4,2.7,2.7,1.1,15.0,2.5
09:34:22.252,22.4,2.5,2.5,0.6,14.0,2.6
09:34:22.294,22.9,2.6,2.7,0.7,14.1,2.5
09:34:22.322,22.4,2.4,2.5,0.6,14.1,2.5
09:34:22.360,21.9,2.2,2.5,0.6,14.1,2.4
09:34:22.382,22.2,2.5,2.5,0.6,13.9,2.5
09:34:22.427,22.4,2.2,2.5,0.7,14.2,2.5
09:34:22.449,22.1,2.4,2.6,0.6,13.9,2.4
09:34:22.495,23.1,2.4,2.6,0.9,14.3,2.4
09:34:22.517,22.0,2.4,2.5,0.6,13.8,2.5
09:34:22.561,22.9,2.7,2.6,0.7,14.2,2.4
09:34:22.594,23.3,2.7,2.6,0.9,14.3,2.4
09:34:22.643,22.0,2.3,2.6,0.6,13.9,2.4
09:34:22.679,22.8,2.6,2.9,0.7,13.9,2.6
09:34:22.712,22.2,2.3,2.6,0.6,13.9,2.5
09:34:22.745,22.0,2.2,2.7,0.6,13.9,2.5
09:34:22.779,22.4,2.2,2.5,0.6,14.4,2.4
09:34:22.812,22.3,2.3,2.7,0.6,13.9,2.5
09:34:22.846,23.1,2.2,2.5,0.9,14.7,2.5
09:34:22.878,23.5,2.2,2.7,1.1,14.8,2.4
09:34:22.901,22.0,2.4,2.6,0.6,13.8,2.4
09:34:22.946,23.3,2.8,2.7,0.8,14.3,2.4
09:34:22.981,24.3,3.2,2.7,1.0,14.7,2.5
09:34:23.011,21.7,2.1,2.5,0.6,13.8,2.5
09:34:23.045,22.3,2.3,2.6,0.7,14.0,2.5
09:34:23.079,22.2,2.3,2.6,0.7,13.8,2.6
09:34:23.112,22.1,2.2,2.6,0.6,13.9,2.5
09:34:23.145,22.2,2.2,2.7,0.6,13.9,2.5
09:34:23.167,21.8,2.3,2.5,0.6,13.8,2.4
09:34:23.212,22.7,2.4,2.6,0.7,14.3,2.5
09:34:23.248,25.3,5.1,2.7,0.7,14.1,2.4
09:34:23.280,23.5,2.5,2.6,1.1,14.6,2.5
09:34:23.314,24.1,2.9,2.6,1.2,14.6,2.4
09:34:23.345,21.9,2.3,2.6,0.6,13.8,2.4
09:34:23.379,22.1,2.2,2.7,0.7,13.9,2.4
09:34:23.412,22.2,2.4,2.5,0.7,13.9,2.5
09:34:23.445,22.3,2.3,2.6,0.7,14.0,2.6
09:34:23.479,22.3,2.4,2.7,0.7,13.9,2.5
09:34:23.513,22.9,2.5,2.6,0.7,14.4,2.6
09:34:23.548,24.6,2.2,2.6,0.6,13.9,5.1
09:34:23.579,22.9,2.3,2.9,0.6,14.2,2.7
09:34:23.612,22.0,2.2,2.6,0.6,13.8,2.5
09:34:23.646,22.7,2.2,2.7,0.8,14.4,2.4
09:34:23.678,22.0,2.2,2.7,0.7,13.9,2.4
09:34:23.711,21.8,2.3,2.5,0.6,13.8,2.4
09:34:23.746,22.6,2.5,2.6,0.7,14.1,2.5
09:34:23.779,22.1,2.3,2.6,0.7,13.9,2.5
09:34:23.812,22.6,2.5,2.6,0.7,14.1,2.4
09:34:23.845,22.4,2.4,2.6,0.7,14.1,2.5
09:34:23.879,22.8,2.7,2.5,0.7,14.2,2.5
09:34:23.912,22.3,2.3,2.7,0.7,13.9,2.5
09:34:23.945,22.1,2.2,2.6,0.6,14.0,2.6
09:34:23.979,22.2,2.2,2.6,0.6,14.1,2.5
09:34:24.013,23.2,2.2,2.8,0.8,14.6,2.5
09:34:24.046,22.9,2.1,2.7,0.9,14.4,2.6
09:34:24.079,22.6,2.3,2.7,0.8,14.0,2.5
09:34:24.115,25.2,3.6,2.8,1.2,14.8,2.5
09:34:24.146,22.8,2.1,2.7,0.7,14.6,2.5
09:34:24.180,23.7,2.4,2.7,1.2,14.7,2.5
09:34:24.214,23.8,2.7,2.5,1.0,14.5,2.6
09:34:24.245,22.0,2.1,2.7,0.7,13.8,2.6
09:34:24.680,27.0,3.0,3.1,3.2,13.6,3.9
09:34:24.680,21.7,2.2,2.5,0.7,13.7,2.4
09:34:24.710,21.8,2.2,2.5,0.6,13.9,2.4
09:34:24.744,22.2,2.0,2.5,0.7,14.2,2.6
09:34:24.784,21.1,1.7,2.7,0.6,13.6,2.3
09:34:24.811,22.0,2.1,2.7,0.6,14.0,2.5
09:34:24.847,24.6,3.3,3.5,0.7,14.4,2.4
09:34:24.877,22.0,2.3,2.5,0.7,14.0,2.3
09:34:24.912,23.2,2.7,2.7,0.8,14.3,2.5
09:34:24.944,21.6,2.0,2.5,0.6,13.9,2.4
09:34:24.977,21.7,2.1,2.5,0.6,13.9,2.3
09:34:25.017,20.7,1.7,2.5,0.6,13.4,2.4
09:34:25.044,21.6,2.0,2.5,0.6,13.9,2.5
09:34:25.077,21.5,2.0,2.5,0.6,13.8,2.4
09:34:25.110,21.8,2.0,2.6,0.6,14.0,2.4
09:34:25.144,22.1,2.1,2.6,0.6,14.1,2.5
09:34:25.177,21.8,2.0,2.5,0.7,14.0,2.3
09:34:25.211,22.0,2.1,2.7,0.7,14.0,2.4
09:34:25.244,22.5,2.5,2.6,0.7,14.1,2.4
09:34:25.278,23.0,2.7,2.7,0.7,14.1,2.4
09:34:25.312,23.7,3.1,2.6,0.9,14.5,2.4
09:34:25.344,21.5,2.0,2.6,0.6,13.7,2.4
09:34:25.377,21.7,2.1,2.5,0.6,13.9,2.3
09:34:25.411,21.8,2.1,2.5,0.6,14.1,2.4
09:34:25.443,21.5,1.9,2.5,0.6,13.9,2.4
09:34:25.477,21.6,2.0,2.5,0.6,14.0,2.4
09:34:25.510,21.7,2.0,2.5,0.6,14.0,2.5
09:34:25.544,22.3,2.0,2.6,0.7,14.2,2.6
09:34:25.578,22.3,2.0,2.5,0.7,14.4,2.3
09:34:25.611,22.3,2.2,2.6,0.7,14.1,2.4
09:34:25.645,23.1,2.7,2.6,0.8,14.4,2.4
09:34:25.677,21.9,2.3,2.6,0.6,13.8,2.4
09:34:25.711,21.9,2.2,2.5,0.6,13.9,2.4
09:34:25.744,21.8,2.2,2.5,0.6,13.9,2.4
09:34:25.777,21.7,2.1,2.5,0.6,13.9,2.4
09:34:25.811,22.1,2.2,2.6,0.7,14.0,2.4
09:34:25.844,22.1,2.2,2.5,0.6,14.1,2.6
09:34:25.877,21.5,2.0,2.5,0.6,13.8,2.4
09:34:25.911,22.2,2.2,2.6,0.6,14.0,2.5
09:34:25.944,22.2,2.1,2.5,0.7,14.2,2.5
09:34:25.979,23.2,2.0,2.5,1.0,14.8,2.6
09:34:26.010,21.7,2.1,2.6,0.6,13.8,2.4
09:34:26.045,22.6,2.5,2.5,0.8,14.1,2.4
09:34:26.080,24.0,3.8,2.7,0.7,13.9,2.5
09:34:26.113,24.4,3.2,2.6,1.1,14.8,2.4
09:34:26.144,22.0,2.3,2.5,0.7,14.0,2.4
09:34:26.178,22.1,2.3,2.6,0.7,14.0,2.4
09:34:26.212,21.7,2.1,2.5,0.6,13.8,2.5
09:34:26.244,22.0,2.1,2.5,0.6,14.0,2.6
09:34:26.277,21.8,2.2,2.4,0.6,13.9,2.4
09:34:26.311,22.0,2.1,2.5,0.6,14.2,2.5
09:34:26.344,22.3,2.1,2.5,0.7,14.2,2.6
09:34:26.378,22.4,2.2,2.5,0.8,14.4,2.3
09:34:26.411,22.8,2.3,2.7,0.9,14.3,2.4
09:34:26.448,25.7,5.2,3.0,0.7,14.2,2.4
09:34:26.478,22.5,2.5,2.6,0.7,14.0,2.5
09:34:26.513,23.9,3.0,2.6,1.1,14.3,2.5
09:34:26.544,21.9,2.1,2.5,0.6,13.9,2.5
09:34:26.577,22.0,2.3,2.5,0.7,13.9,2.4
09:34:26.611,21.9,2.2,2.5,0.7,13.9,2.5
09:34:26.644,22.0,2.2,2.6,0.6,13.9,2.5
09:34:26.677,22.1,2.3,2.5,0.6,13.9,2.6
09:34:26.710,21.7,2.3,2.5,0.6,13.7,2.4
09:34:26.745,22.5,2.2,2.5,0.7,14.5,2.4
09:34:26.778,22.3,2.2,2.8,0.6,13.9,2.6
09:34:26.812,23.8,2.4,2.7,1.1,14.7,2.7
09:34:26.846,23.6,2.7,2.5,1.0,14.6,2.4
09:34:26.878,22.6,2.5,2.6,0.8,14.0,2.4
09:34:26.911,22.6,2.5,2.7,0.7,14.0,2.4
09:34:26.945,22.4,2.3,2.8,0.7,13.9,2.5
09:34:26.977,22.0,2.2,2.5,0.7,13.9,2.4
09:34:27.011,22.0,2.3,2.5,0.7,14.0,2.4
09:34:27.044,21.9,2.2,2.5,0.6,13.9,2.5
09:34:27.077,22.1,2.1,2.5,0.6,14.0,2.7
09:34:27.111,22.3,2.1,2.5,0.6,14.3,2.5
09:34:27.144,22.1,2.1,2.7,0.6,14.0,2.4
09:34:27.178,22.2,2.2,2.8,0.6,14.0,2.5
09:34:27.211,21.9,2.1,2.7,0.6,13.8,2.5
09:34:27.245,22.8,2.5,2.5,0.8,14.2,2.5
09:34:27.277,22.0,2.1,2.6,0.6,14.1,2.4
09:34:27.310,21.7,2.1,2.6,0.6,13.8,2.5
09:34:27.344,21.9,2.1,2.6,0.6,14.0,2.5
09:34:27.377,22.1,2.2,2.7,0.6,14.0,2.4
09:34:27.412,23.1,2.7,2.6,0.8,14.2,2.6
09:34:27.444,22.4,2.3,2.7,0.6,14.0,2.6
09:34:27.478,22.2,2.2,2.8,0.6,13.9,2.5
09:34:27.511,22.4,2.1,2.5,0.6,14.4,2.6
09:34:27.545,22.6,2.1,2.6,0.7,14.5,2.5
09:34:27.578,22.8,2.1,2.6,0.8,14.5,2.5
09:34:27.612,23.2,2.6,2.8,0.8,14.3,2.5
09:34:27.646,23.9,3.0,2.5,0.9,14.7,2.5
09:34:27.678,21.9,2.2,2.5,0.6,14.0,2.4
09:34:27.711,22.4,2.3,2.8,0.6,14.0,2.5
09:34:27.744,21.7,2.1,2.5,0.6,13.9,2.4
09:34:27.778,22.5,2.5,2.6,0.7,14.0,2.5
09:34:27.811,22.6,2.3,2.8,0.7,14.1,2.5
09:34:27.844,22.0,2.1,2.5,0.6,13.9,2.6
09:34:27.878,22.2,2.3,2.6,0.6,14.0,2.5
09:34:27.911,22.3,2.2,2.5,0.7,14.2,2.5
09:34:27.945,22.7,2.1,2.6,0.8,14.4,2.5
09:34:27.978,23.0,2.1,2.8,0.9,14.6,2.4
09:34:28.012,23.3,2.9,2.6,0.7,14.3,2.4
09:34:28.046,24.3,2.4,4.1,0.7,14.4,2.4
09:34:28.080,24.5,3.0,2.9,1.1,14.7,2.5
09:34:28.111,22.5,2.4,2.6,0.7,14.1,2.5
09:34:28.146,23.5,2.7,2.6,0.8,14.6,2.5
09:34:28.178,22.6,2.3,2.6,0.7,14.2,2.6
09:34:28.211,22.1,2.1,2.6,0.6,14.1,2.5
09:34:28.244,22.0,2.3,2.6,0.6,13.9,2.4
09:34:28.278,22.4,2.2,2.6,0.6,14.2,2.6
09:34:28.311,22.0,2.1,2.5,0.7,14.1,2.5
09:34:28.348,25.5,2.3,2.5,0.7,14.4,5.3
09:34:28.377,22.0,2.1,2.5,0.7,14.1,2.4
09:34:28.412,23.1,2.8,2.6,0.7,14.3,2.5
09:34:28.444,22.2,2.2,2.6,0.6,14.1,2.5
09:34:28.478,22.5,2.4,2.6,0.7,14.1,2.5
09:34:28.512,22.7,2.4,2.7,0.7,14.2,2.5
09:34:28.545,22.3,2.4,2.6,0.7,14.0,2.4
09:34:28.578,22.2,2.3,2.5,0.7,14.1,2.5
09:34:28.612,22.8,2.6,2.7,0.7,14.0,2.6
09:34:28.644,22.1,2.2,2.5,0.6,14.1,2.5
09:34:28.678,22.5,2.4,2.6,0.7,14.2,2.5
09:34:28.711,22.1,2.3,2.5,0.7,13.9,2.5
09:34:28.745,22.8,2.1,2.9,0.8,14.4,2.5
09:34:28.778,22.9,2.1,2.7,0.8,14.4,2.5
09:34:28.814,25.4,3.0,2.9,1.2,15.3,2.7
09:34:28.845,22.8,2.5,2.6,0.7,14.2,2.5
09:34:28.879,23.3,2.9,2.6,0.8,14.3,2.5
09:34:28.911,21.9,2.2,2.5,0.7,13.9,2.4
09:34:28.945,23.0,2.5,2.7,0.7,14.2,2.7
09:34:28.978,22.6,2.4,2.6,0.7,14.2,2.6
09:34:29.012,23.1,2.4,2.7,1.0,14.2,2.5
09:34:29.045,22.5,2.3,2.5,0.6,14.2,2.5
09:34:29.078,22.6,2.4,2.5,0.7,14.3,2.6
09:34:29.112,23.8,2.2,2.6,0.8,15.0,2.9
09:34:29.145,22.7,2.2,2.5,0.7,14.5,2.5
09:34:29.178,22.8,2.3,2.5,0.8,14.5,2.4
09:34:29.212,23.7,3.0,2.7,1.0,14.2,2.5
09:34:29.246,23.5,2.7,2.6,0.8,14.5,2.7
09:34:29.281,25.1,3.0,2.7,1.2,15.3,2.6
09:34:29.311,22.3,2.3,2.5,0.7,14.1,2.4
09:34:29.345,22.3,2.3,2.5,0.7,14.1,2.5
09:34:29.378,22.4,2.5,2.5,0.7,14.0,2.4
09:34:29.412,23.0,2.5,2.7,0.7,14.2,2.6
09:34:29.445,22.5,2.3,2.6,0.7,14.1,2.6
09:34:29.478,22.9,2.2,2.6,0.6,14.5,2.8
09:34:29.511,22.7,2.3,2.5,0.7,14.2,2.7
09:34:29.545,22.5,2.4,2.6,0.6,14.1,2.6
09:34:29.581,23.6,2.3,2.6,1.1,14.7,2.6
09:34:29.612,23.4,2.3,2.9,0.7,14.2,3.1
09:34:29.656,27.7,6.0,3.0,0.9,14.5,3.1
09:34:29.680,23.7,2.6,2.8,0.9,14.4,2.8
09:34:29.731,39.9,5.3,5.3,1.6,18.9,8.3
09:34:29.781,42.7,5.5,10.6,1.6,19.2,5.2
09:34:29.823,40.9,7.6,4.4,1.6,16.4,10.4
09:34:29.859,35.9,7.4,6.2,1.6,15.8,4.4
09:34:29.911,50.2,7.4,19.2,1.5,16.2,5.2
09:34:29.972,52.1,5.4,20.5,3.7,16.6,4.4
09:34:30.026,54.0,5.5,23.9,1.9,17.4,4.4
09:34:30.053,28.4,5.4,3.6,1.5,15.0,2.6
09:34:30.078,21.7,1.8,2.5,0.6,14.0,2.5
09:34:30.097,21.1,1.8,2.5,0.6,13.7,2.4
09:34:30.118,21.1,1.8,2.5,0.5,13.5,2.5
09:34:30.139,21.0,1.8,2.6,0.6,13.4,2.5
09:34:30.160,20.9,2.0,2.5,0.6,13.3,2.4
09:34:30.181,20.9,1.8,2.5,0.6,13.4,2.4
09:34:30.202,20.9,2.0,2.6,0.6,13.3,2.3
09:34:30.227,21.2,2.1,2.5,0.6,13.4,2.4
09:34:30.248,21.6,2.5,2.5,0.6,13.5,2.4
09:34:30.270,21.7,2.2,2.5,0.6,13.9,2.3
09:34:30.311,22.2,2.6,2.6,0.6,13.8,2.4
09:34:30.344,22.1,1.7,2.7,0.7,14.1,2.6
09:34:30.377,21.6,1.8,2.7,0.7,13.9,2.4
09:34:30.410,21.6,1.8,2.5,0.7,14.0,2.4
09:34:30.445,23.3,2.4,2.9,0.8,14.3,2.6
09:34:30.479,23.2,2.3,2.7,0.9,14.6,2.4
09:34:30.511,22.2,2.0,2.8,0.7,14.0,2.4
09:34:30.544,21.8,1.9,2.6,0.7,13.9,2.5
09:34:30.577,21.5,1.8,2.6,0.6,13.8,2.4
09:34:30.610,21.7,1.8,2.6,0.6,13.9,2.6
09:34:30.643,21.4,1.7,2.6,0.6,13.9,2.4
09:34:30.677,21.4,2.0,2.5,0.6,13.7,2.4
09:34:30.710,21.7,1.9,2.7,0.6,13.8,2.5
09:34:30.744,22.0,1.7,2.6,0.7,14.2,2.6
09:34:30.777,21.7,1.7,2.7,0.7,14.0,2.4
09:34:30.811,22.0,1.9,2.6,0.7,14.3,2.4
09:34:30.845,22.6,2.3,2.6,0.7,14.3,2.4
09:34:30.878,22.3,2.1,2.8,0.7,14.2,2.4
09:34:30.911,22.7,2.2,2.6,0.8,14.5,2.4
09:34:30.943,21.5,1.6,2.7,0.6,14.0,2.4
09:34:30.978,22.8,2.6,2.6,0.7,14.1,2.6
09:34:31.010,21.6,1.8,2.6,0.6,14.1,2.3
09:34:31.044,21.9,1.7,2.6,0.6,14.1,2.7
09:34:31.077,22.0,2.0,2.5,0.6,14.1,2.7
09:34:31.110,21.6,2.0,2.5,0.6,13.9,2.4
09:34:31.144,21.6,1.9,2.5,0.6,14.0,2.4
09:34:31.177,21.8,1.9,2.6,0.6,14.0,2.5
09:34:31.210,21.9,1.9,2.6,0.6,14.2,2.4
09:34:31.247,24.6,2.6,4.0,0.8,14.5,2.5
09:34:31.277,22.1,2.0,2.6,0.7,14.3,2.4
09:34:31.312,23.4,2.3,2.6,1.0,14.8,2.4
09:34:31.344,21.8,1.9,2.5,0.6,14.1,2.5
09:34:31.377,21.8,1.9,2.6,0.6,14.1,2.4
09:34:31.410,21.6,1.8,2.6,0.6,14.0,2.4
09:34:31.444,21.6,1.8,2.7,0.6,14.0,2.4
09:34:31.477,21.7,1.8,2.6,0.6,14.1,2.5
09:34:31.510,21.9,1.8,2.6,0.6,14.2,2.5
09:34:31.544,22.1,1.8,2.6,0.6,14.3,2.6
09:34:31.577,22.0,1.8,2.6,0.6,14.1,2.7
09:34:31.610,21.9,1.8,2.6,0.6,14.3,2.4
09:34:31.645,22.4,2.2,2.7,0.7,14.1,2.4
09:34:31.677,22.0,1.8,2.8,0.6,14.1,2.5
